price,predicted_price,difference,link,source
780000.0,442882.73441854486,337117.26558145514,https://www.propertyguru.com.sg/listing/hdb-for-sale-4a-model-holland-village-22876444,Property Guru
988000.0,651577.5589191274,336422.44108087255,https://www.propertyguru.com.sg/listing/hdb-for-sale-86-dawson-road-22452348,Property Guru
800000.0,465286.3513319652,334713.6486680348,https://www.propertyguru.com.sg/listing/hdb-for-sale-40-jalan-bahagia-22201087,Property Guru
580000.0,248650.5877467127,331349.4122532873,https://www.99.co/singapore/sale/property/66-bedok-south-avenue-3-hdb-7XfSE2bhPEumpxGEXR9Jva?enquiry_position=6165&enquiry_source=Search,Co 99
1050000.0,719116.5292555691,330883.4707444309,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22774063,Property Guru
1050000.0,719116.5292555691,330883.4707444309,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22873144,Property Guru
1050000.0,719116.5292555691,330883.4707444309,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22934324,Property Guru
1050000.0,719250.8908943618,330749.1091056382,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22970470,Property Guru
1050000.0,719250.8908943618,330749.1091056382,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22673395,Property Guru
655000.0,327111.2968584054,327888.7031415946,https://www.propertyguru.com.sg/listing/hdb-for-sale-546-pasir-ris-street-51-22283458,Property Guru
768000.0,441125.12169886346,326874.87830113654,https://www.99.co/singapore/sale/property/48-jalan-bahagia-hdb-m3WtJb3Qn7L2Yzd96TpKVS?enquiry_position=4510&enquiry_source=Search,Co 99
568000.0,241259.21317206987,326740.78682793013,https://www.propertyguru.com.sg/listing/hdb-for-sale-89-commonwealth-drive-21958440,Property Guru
728000.0,404725.6590338171,323274.3409661829,https://www.99.co/singapore/sale/property/223-lorong-8-toa-payoh-hdb-H96bRHuqsmtp3WfrxR5p26?enquiry_position=2460&enquiry_source=Search,Co 99
890000.0,567604.630383324,322395.369616676,https://www.99.co/singapore/sale/property/520b-tampines-central-8-hdb-jK3CdXce499hcGEdtQnaAa?enquiry_position=6726&enquiry_source=Search,Co 99
900000.0,577790.1051499665,322209.89485003345,https://www.propertyguru.com.sg/listing/hdb-for-sale-102-spottiswoode-park-road-8402803,Property Guru
807888.0,488254.92262268503,319633.07737731497,https://www.propertyguru.com.sg/listing/hdb-for-sale-trivelis-22499953,Property Guru
868000.0,550733.5741399466,317266.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530a-pasir-ris-drive-1-22779528,Property Guru
950000.0,635402.9770874499,314597.02291255014,https://www.99.co/singapore/sale/property/79a-toa-payoh-central-hdb-5QcKGsn7vbu5k5tztodYKU?enquiry_position=7097&enquiry_source=Search,Co 99
950000.0,635402.9770874499,314597.02291255014,https://www.99.co/singapore/sale/property/79a-toa-payoh-central-hdb-mHn4AytcnpGVobowytt6KP?enquiry_position=6579&enquiry_source=Search,Co 99
950000.0,635402.9770874499,314597.02291255014,https://www.99.co/singapore/sale/property/79a-toa-payoh-central-hdb-RxUd4qNVNf3UT6mesbLrP6?enquiry_position=5518&enquiry_source=Search,Co 99
650000.0,336384.615201874,313615.384798126,https://www.propertyguru.com.sg/listing/hdb-for-sale-36-beo-crescent-22101422,Property Guru
1180000.0,867647.6990672136,312352.3009327864,https://www.99.co/singapore/sale/property/81-redhill-lane-hdb-zp8NSdgEVF23NgMMWJn9Vc?enquiry_position=6894&enquiry_source=Search,Co 99
