No of bedrooms,No of bathrooms,floor_area_sqm,remaining_lease,LAT,LON,distance_to_primary_school,distance_to_seconday_school,distance_to_junior_college,distance_to_polytechnic,distance_to_mrt_lrt,distance_to_preschool,resale_price,random_forest,XGBoost,Clustering,difference_with_random_forest,difference_with_XGBoost,difference_with_Clustering
3.0,2.0,112.0,90.0,1.3718,103.8537,0.21023184090572983,0.3707052848689937,1.136913108337272,0.719827961378301,0.5050538574697799,0.27463792600163167,875000.0,836420.2202380953,825251.75,845000.0,38579.779761904734,49748.25,30000.0
3.0,2.0,103.0,70.0,1.3442,103.6905,0.35158693547699016,0.7630888246536336,8.361359706531136,9.100576729813842,1.029303407474011,0.29322012368731243,348000.0,328343.49999999994,319199.53,332000.0,19656.50000000006,28800.46875,16000.0
3.0,2.0,144.0,65.0,1.32,103.7405,1.8730607355850954,0.5922184757007857,5.154215824366659,3.7258067528743544,1.4759275781353733,0.08074011480852974,568000.0,526459.4938095239,497976.9,425000.0,41540.506190476124,70023.09375,143000.0
2.0,2.0,69.0,93.0,1.2893,103.8292,0.6254787987601786,0.9331955907573389,3.973483983766187,5.608506524459176,0.4055468182602225,0.2053070417127967,525000.0,574436.2527472527,571134.94,572500.0,-49436.2527472527,-46134.9375,-47500.0
2.0,2.0,67.0,93.0,1.3285,103.7233,1.2411414097663582,0.20360903379419792,7.107884933724182,5.385989512066761,1.7668903566315544,0.23395044461228404,430000.0,432482.595,430966.34,421625.0,-2482.594999999972,-966.34375,8375.0
3.0,2.0,122.0,67.0,1.3511,103.9356,0.22990328980407443,0.14223661913451557,2.8595080054484736,0.6348412464013764,0.6964812220465086,0.2814652007093754,560000.0,496669.0,500558.6,490950.0,63331.0,59441.40625,69050.0
2.0,2.0,59.0,64.0,1.3113,103.8977,0.7369620655656959,0.3048605816772581,2.5049840313085943,5.233866768076162,0.8742883760286623,0.39321581288574914,310000.0,301388.7380952381,310695.62,300000.0,8611.261904761894,-695.625,10000.0
2.0,2.0,74.0,63.0,1.4462,103.7731,1.3112141676549487,0.7955621393245723,6.726947905180713,1.105996007264185,1.4190008648479981,0.31465376345518237,245000.0,247442.58333333328,246770.22,249000.0,-2442.583333333285,-1770.21875,-4000.0
2.0,2.0,69.0,49.0,1.2931,103.8037,0.5668770442671973,0.8490021261849793,2.3418185111895675,2.9013372184273956,0.2932887655772609,0.15419590243554818,260000.0,290498.33333333343,300773.6,298250.0,-30498.33333333343,-40773.59375,-38250.0
2.0,2.0,69.0,90.0,1.325,103.9345,0.3776047455248797,0.9879230953789881,0.7371776692798013,1.993912474245778,0.5003502410346402,0.26678589486007975,505000.0,452461.25,468812.06,468750.0,52538.75,36187.9375,36250.0
3.0,2.0,130.0,81.0,1.452,103.8239,0.1757203829731266,1.057769574911554,3.1106565833487267,4.19117991407947,0.5329590496257817,0.08195799651977667,470000.0,464350.55666666664,454389.1,466250.0,5649.443333333358,15610.90625,3750.0
3.0,2.0,97.0,94.0,1.4035,103.8979,0.21199750771321374,0.5988471840143671,5.318151687722638,5.801987735978629,0.21376408162724514,0.2702661336173002,532000.0,481952.6346926408,491755.56,483472.0,50047.3653073592,40244.4375,48528.0
2.0,2.0,60.0,93.0,1.3194,103.7656,0.3664164216925442,0.5862704861770437,2.4006336824431624,1.232413247533219,0.46668736412830747,0.24208769058347698,460000.0,548970.4642857142,534320.06,540750.0,-88970.4642857142,-74320.0625,-80750.0
3.0,2.0,121.0,78.0,1.4428,103.8029,0.2999050356820774,0.3481663170778789,3.5942509717526283,1.7958016897700428,0.322217584430108,0.0830574422920391,412000.0,413557.02333333326,413259.0,420750.0,-1557.023333333258,-1259.0,-8750.0
2.0,2.0,74.0,63.0,1.3037,103.7695,0.3814427032343996,0.2815285952432317,1.752908209291851,0.8700034796577771,1.3288990234447782,0.002583602837828075,242000.0,259201.84399999998,264152.16,271250.0,-17201.843999999983,-22152.15625,-29250.0
3.0,2.0,95.0,95.0,1.2737,103.8066,0.35110775944047623,1.528225060054233,4.055926134818707,4.673826836613734,0.3836558599091535,0.26194434068639616,840000.0,764876.6601998775,763673.6,774250.0,75123.33980012254,76326.375,65750.0
3.0,2.0,134.0,73.0,1.422,103.8407,0.07807293912725993,0.500404662717231,1.2640628559704545,4.379092851527333,0.980624673495785,0.35688827032036885,520000.0,474665.8914285714,480128.56,400000.0,45334.10857142857,39871.4375,120000.0
3.0,2.0,133.0,77.0,1.3783,103.9343,0.2754323589639631,2.0783462100862495,0.40099799978221506,3.43006323463585,1.76456710628457,0.26437229931429646,528000.0,494526.19000000006,538152.8,469000.0,33473.80999999994,-10152.8125,59000.0
3.0,2.0,110.0,80.0,1.3864,103.9048,0.19028400731278605,0.7129953008637357,3.7960167754262955,5.042911161853567,0.18982136322951948,0.21487229178849387,403000.0,398998.57409523823,400391.1,405472.0,4001.425904761767,2608.90625,-2472.0
3.0,2.0,114.0,87.0,1.3366,103.6951,0.509469334162219,0.7921625848327636,8.442219994678865,8.510634183218446,0.23051436764891042,0.030926218804758376,490000.0,463646.08946666645,477199.75,468272.22,26353.910533333546,12800.25,21727.780000000028
3.0,2.0,148.0,66.0,1.3696,103.8805,0.34697079036864453,0.36146256948693634,2.6525667975158105,3.4128134140548454,1.1639836696641388,0.10805698804166239,668000.0,631416.3799999999,633914.5,620000.0,36583.62000000011,34085.5,48000.0
3.0,2.0,112.0,90.0,1.3718,103.8539,0.23244028636889363,0.38618296890108805,1.153988514718253,0.7298325497095468,0.5254012788324576,0.28172819865971493,840000.0,826915.0238095238,824579.44,775750.0,13084.976190476213,15420.5625,64250.0
3.0,2.0,146.0,66.0,1.3475,103.7537,0.17332176534299337,0.25304663880752093,4.126468277094946,2.574549951783468,0.4896474819375827,0.3890285488536328,579000.0,631379.9999999999,627664.94,629500.0,-52379.99999999988,-48664.9375,-50500.0
2.0,2.0,73.0,64.0,1.3468,103.9408,0.17653285451890494,0.45990740640487104,3.2036762603671103,0.6674480327095127,0.2990143632992465,0.33121657459981196,318000.0,326120.80952380947,326889.16,325750.0,-8120.809523809468,-8889.15625,-7750.0
3.0,2.0,115.0,86.0,1.2887,103.8169,0.35732076992791684,0.525268501216686,3.873029152857641,4.403845060605112,0.07244680551067906,0.18830326949397794,910000.0,881817.4087619048,882603.9,887250.0,28182.591238095192,27396.125,22750.0
3.0,2.0,104.0,67.0,1.4167,103.8392,0.06464893836068253,0.22323811252501563,1.3805795833026835,3.8543079523494805,0.6895355930909829,0.29461139838649325,435000.0,371150.58333333326,356970.1,380000.0,63849.416666666744,78029.90625,55000.0
3.0,2.0,93.0,62.0,1.3067,103.7606,0.47855474503190626,0.4325118477118351,2.767813314194737,1.4327942628289643,1.0738189530639226,0.0864535468260679,400000.0,400125.4309523809,400329.72,406250.0,-125.43095238087699,-329.71875,-6250.0
3.0,2.0,85.0,87.0,1.294,103.8082,0.22357465712415767,0.5555351625471385,2.751041951755311,3.2720459584371806,0.232024842132594,0.09849960747202523,770000.0,733104.266095238,685769.4,705672.0,36895.73390476196,84230.625,64328.0
3.0,2.0,117.0,58.0,1.3113,103.7872,0.6889148977982114,1.5577416507444832,0.2846553102545557,0.630092984206506,0.551914616410594,0.2754503547725571,818000.0,695278.3333333333,701417.4,703750.0,122721.66666666674,116582.625,114250.0
3.0,2.0,95.0,62.0,1.3494,103.717,0.36147693565326944,0.619785730425131,5.673081354577279,6.3412646179866705,0.6938392028757588,0.1202272807239856,340000.0,336708.2083333334,347983.72,332250.0,3291.791666666628,-7983.71875,7750.0
2.0,2.0,67.0,60.0,1.3181,103.7667,0.1794417266435382,0.5908612467133619,2.2473293228408004,1.043076162135109,0.36217046214787885,0.22721783309166085,346888.0,336883.93333333335,338264.84,335000.0,10004.066666666651,8623.15625,11888.0
3.0,2.0,128.0,75.0,1.3733,103.9618,0.16619790553158958,0.2910615730452969,2.722375837711221,4.322215609935158,1.3915416625792743,0.48571578179003405,455000.0,451106.8447619046,449508.28,451500.0,3893.15523809538,5491.71875,3500.0
2.0,2.0,66.0,60.0,1.3247,103.8578,0.8839811979231371,0.35256380512584806,1.099029488183388,5.890797192650014,0.6871684911800001,0.18717716909977042,305000.0,260633.16666666672,276370.94,263250.0,44366.833333333285,28629.0625,41750.0
3.0,2.0,95.0,93.0,1.4411,103.7778,0.871294853598851,0.4243631651038503,6.0463352218093895,0.7399062471961324,1.0302962836033531,0.09892842460315235,400000.0,396094.01569841267,393999.03,392000.0,3905.984301587334,6000.96875,8000.0
3.0,2.0,132.0,76.0,1.286,103.819,0.41932785586097626,0.6444317057846018,4.214389173817913,4.757227388153988,0.42879839083331883,0.004328271560788022,933000.0,809498.3333333331,841739.44,823250.0,123501.66666666686,91260.5625,109750.0
2.0,2.0,65.0,57.0,1.3376,103.8588,0.47657660177380445,0.8818656750466097,0.7463265295132984,4.503688200975112,1.3057174329145373,0.005800039453083938,277000.0,249449.74960588015,257555.1,244250.0,27550.250394119852,19444.90625,32750.0
2.0,2.0,68.0,51.0,1.3205,103.8633,0.29680098301564306,0.5253997149123812,1.3666106115508139,6.469347753001437,0.15201652262231935,0.26237171126053976,312000.0,315853.55652755825,324862.1,322500.0,-3853.5565275582485,-12862.09375,-10500.0
2.0,2.0,68.0,58.0,1.327,103.9281,0.5601476218799811,0.8076812433659663,1.26336545564752,1.8608320118574433,0.3938205491572509,0.1721658712254559,263000.0,311696.5547460318,312288.2,328750.0,-48696.55474603182,-49288.1875,-65750.0
2.0,2.0,74.0,63.0,1.436,103.8286,0.5454738369590771,0.1563201166504995,1.270739220511482,4.741469939415046,0.8031352541974551,0.301981269088665,250000.0,251911.28889682543,257144.94,249000.0,-1911.2888968254265,-7144.9375,1000.0
3.0,2.0,117.0,94.0,1.3103,103.7917,1.0973259827749398,1.5604893196862404,0.6989285823942466,1.05523473314316,0.3779777156919098,0.3866319219901488,975000.0,972321.2048095238,962803.44,943750.0,2678.7951904762303,12196.5625,31250.0
3.0,2.0,96.0,94.0,1.3021,103.7966,0.45241254171092554,0.5975417515046891,1.267197467503922,1.7157062243007033,0.186390998536625,0.05459610669997059,870000.0,845013.3333333336,823456.94,830000.0,24986.666666666395,46543.0625,40000.0
3.0,2.0,87.0,81.0,1.4521,103.8166,0.13476344078124652,0.2706121700222798,3.3818641456758782,3.400474598885046,0.5115662897718346,0.14332421055851682,303000.0,307498.36904761905,313882.75,308000.0,-4498.369047619053,-10882.75,-5000.0
3.0,2.0,96.0,92.0,1.3898,103.8761,0.22310949616645126,0.28459525417075127,3.562826451630213,3.0207240208953814,0.2330965072832752,0.22180964353681049,440000.0,443294.065,428148.88,432250.0,-3294.0650000000023,11851.125,7750.0
3.0,2.0,124.0,73.0,1.3733,103.8946,0.5449758315860614,0.2808853554396457,4.038398959536744,4.737048750658176,0.33273421565934697,0.15150625480431923,563000.0,654858.6533333333,598520.75,581250.0,-91858.65333333332,-35520.75,-18250.0
3.0,2.0,110.0,83.0,1.4504,103.8257,0.412559791123008,1.135325822523337,2.899901861221943,4.359158958668385,0.6366869783462548,0.2019378214485562,428000.0,368691.13095238106,404110.78,387000.0,59308.86904761894,23889.21875,41000.0
3.0,2.0,113.0,94.0,1.3706,103.9482,0.5854961075432685,0.406287136988547,1.366437582564242,3.1906924160656107,0.29277142478977164,0.24141995644529793,608888.0,617084.1666666667,619722.94,636250.0,-8196.166666666744,-10834.9375,-27362.0
3.0,2.0,121.0,67.0,1.4189,103.8333,0.3725140817259857,0.25369184550968615,0.7552570018847211,4.320333614040141,0.14817021917622558,0.3800409320311566,473000.0,495941.82,492594.3,481722.0,-22941.820000000007,-19594.3125,-8722.0
2.0,2.0,90.0,66.0,1.3159,103.8992,1.1053493792920104,0.839706678872826,2.527841083491634,4.762429019024837,0.607526599725997,0.2946509746678869,415000.0,423303.75,441589.72,398250.0,-8303.75,-26589.71875,16750.0
3.0,2.0,103.0,65.0,1.3516,103.7175,0.5547891790775512,0.4773120579854297,5.465791801168051,6.364385540791235,0.8897295463805553,0.1287890306254156,355000.0,324029.0714285714,342473.8,345000.0,30970.92857142858,12526.1875,10000.0
3.0,2.0,163.0,72.0,1.4315,103.7744,0.33427899192190547,0.31431726093941204,5.688762451501919,1.7509700159249864,0.11916737168118852,0.0033942626926968533,545000.0,606280.0,624863.6,626750.0,-61280.0,-79863.625,-81750.0
3.0,2.0,145.0,71.0,1.3694,103.9507,0.8239344708435504,0.300222555603185,1.6739975645293406,3.214308535849423,0.4317433315483783,0.25597148591173857,628000.0,704077.5,690721.9,710000.0,-76077.5,-62721.875,-82000.0
2.0,2.0,60.0,67.0,1.3522,103.7547,0.22410380650512066,0.19259062093801038,3.604779978251011,2.860972003779243,0.6704818016809998,0.1461102207800705,255000.0,222438.1666666667,236810.02,230000.0,32561.833333333314,18189.984375,25000.0
3.0,2.0,83.0,60.0,1.3701,103.8377,0.1865339184918795,0.3187584306703137,0.9047402131687434,1.4907863704976982,0.1970222305681943,0.0014109403931721054,323000.0,359674.19,382579.47,388250.0,-36674.19,-59579.46875,-65250.0
2.0,2.0,67.0,62.0,1.3548,103.8896,0.3619833361470494,0.2556847640704221,2.616683059703281,4.428276117335898,0.7685479879972513,0.4339083819623377,260000.0,290351.35666666663,270127.38,298750.0,-30351.35666666663,-10127.375,-38750.0
2.0,2.0,67.0,63.0,1.2774,103.8316,0.8682842889579165,1.1699892422028306,5.25735056332062,6.451501850238816,0.7888068137721866,0.17315456977315188,320000.0,355931.0116666667,343305.0,343722.0,-35931.011666666716,-23305.0,-23722.0
3.0,2.0,90.0,89.0,1.3845,103.895,0.20231164996322096,0.41700271959861945,4.808349189519325,4.965348357082868,0.23455838621704278,0.2017919408559004,445000.0,542032.0694444445,517456.84,534500.0,-97032.0694444445,-72456.84375,-89500.0
3.0,2.0,90.0,82.0,1.3694,103.8461,0.6927283375367503,0.450388325142953,0.9930903847932622,0.929922943412945,0.37299112494170306,0.22112230109014255,590800.0,629558.6066666667,610314.2,587500.0,-38758.60666666669,-19514.1875,3300.0
3.0,2.0,120.0,76.0,1.3596,103.937,1.133651871282297,0.8021701934163636,1.907087495464726,1.5653955856556472,0.8313430337547225,0.08222444389894415,545000.0,516579.7133333334,521026.22,532000.0,28420.286666666623,23973.78125,13000.0
3.0,2.0,126.0,82.0,1.38,103.763,0.5002151778325383,0.5027564823221693,1.1307693511384236,5.142247222783452,0.19705096135929728,0.006708335356606143,765000.0,704759.2365714285,689626.94,635000.0,60240.76342857152,75373.0625,130000.0
3.0,2.0,114.0,55.0,1.2767,103.8189,0.6179700662107412,1.1888445309007278,4.766872523270337,5.359350863174355,1.214985580950303,0.2221441513046433,645000.0,649029.7500000001,620750.94,647750.0,-4029.7500000001164,24249.0625,-2750.0
2.0,2.0,65.0,62.0,1.3197,103.8684,0.4389298852889116,0.9901365222060865,1.5547414634997827,6.710873327160483,0.40004434190401617,0.07466342504663773,320000.0,318594.5135281386,314420.44,315250.0,1405.4864718614263,5579.5625,4750.0
3.0,2.0,92.0,95.0,1.3939,103.8785,0.38969071663007887,0.3914932435244831,3.973480186219558,3.4055552006400767,0.2643373454898557,0.25712561229681885,425000.0,409239.76865079365,419706.12,417200.0,15760.231349206355,5293.875,7800.0
3.0,2.0,119.0,77.0,1.4373,103.7904,0.16443516076838904,0.4798644766697878,4.583587435068559,0.8002009840141109,0.30648931423239384,0.20389902437355797,460000.0,451949.7,433763.47,456250.0,8050.299999999988,26236.53125,3750.0
2.0,2.0,74.0,58.0,1.3199,103.7418,1.8182485764407794,0.44801253584427614,5.009529215576128,3.5837750083347384,1.4746163386251943,0.20826407427304564,272000.0,275116.1904761904,265274.53,270250.0,-3116.190476190415,6725.46875,1750.0
3.0,2.0,132.0,73.0,1.3793,103.838,0.43804447514843864,0.4388765227773868,0.8507879066552144,1.0404841925262565,0.7342997096684636,0.1395613288234883,568000.0,597460.3571428572,604286.5,645500.0,-29460.35714285716,-36286.5,-77500.0
3.0,2.0,121.0,78.0,1.3336,103.8457,1.3494016826838193,1.1532892632972054,1.4649453091927533,4.847698396261132,0.22754140102954884,0.09036578550288284,950000.0,899632.3542857143,886824.0,892222.0,50367.64571428567,63176.0,57778.0
3.0,2.0,120.0,80.0,1.4316,103.7951,0.4659067993163571,0.35651176548001323,3.916552585647223,1.6183979901619923,0.5100537839713826,0.20970918765297838,380000.0,422831.3333333334,409505.34,414000.0,-42831.33333333337,-29505.34375,-34000.0
3.0,2.0,147.0,69.0,1.3733,103.8832,0.2103941765817981,0.07493152343107806,3.161830375798365,3.6263249263628037,1.0446671670422039,0.26619224022402216,620000.0,644018.5685714285,637605.44,648972.0,-24018.568571428536,-17605.4375,-28972.0
3.0,2.0,91.0,65.0,1.3693,103.8984,0.5966438041305798,0.3390487861534547,4.12885054192381,4.134213539095322,0.691978618416934,0.21625852124633047,352000.0,339828.0904761905,345327.2,348220.0,12171.909523809503,6672.8125,3780.0
3.0,2.0,99.0,94.0,1.3096,103.7711,0.7525308307242015,0.2427238585630549,1.7237993975798063,0.23836515681017012,0.8616596984082683,0.2383651568101699,670000.0,703129.612952381,698405.44,710922.0,-33129.61295238102,-28405.4375,-40922.0
3.0,2.0,150.0,71.0,1.3788,103.8952,0.08310947457129181,0.49595923076458304,4.498253289761897,4.930053391364078,0.4936277482294724,0.1278569154982004,675000.0,730525.0000000001,731688.25,715972.0,-55525.00000000012,-56688.25,-40972.0
3.0,2.0,84.0,69.0,1.3442,103.8548,0.41974085428606,0.4052521818869677,1.465872797265921,3.6970290348383306,0.9235138318270272,0.25420445822178306,435000.0,456740.13666666666,422072.75,454500.0,-21740.136666666658,12927.25,-19500.0
3.0,2.0,122.0,69.0,1.3431,103.9496,0.431142774533296,0.46199065758866037,3.15093298659993,1.633481810653295,0.41939465477740484,0.26569741511430855,485000.0,584136.1657142858,552098.5,574500.0,-99136.1657142858,-67098.5,-89500.0
3.0,2.0,94.0,90.0,1.4043,103.9059,0.12829491727259962,0.43183803735489096,4.665930004935714,6.66315192642244,0.31799950331908283,0.06004305697347123,498888.0,458049.52333333326,468562.16,450125.0,40838.47666666674,30325.84375,48763.0
3.0,2.0,110.0,82.0,1.3954,103.8987,0.1340991181956636,0.15887851366640737,4.791476472393119,5.608863382989662,0.22332032895272613,0.0050094448852204265,350000.0,411122.76,416074.34,404500.0,-61122.76000000001,-66074.34375,-54500.0
2.0,2.0,67.0,58.0,1.3305,103.9281,0.421251099638607,0.8054498674144697,1.5768727574591561,1.492907929281385,0.7535110277994532,0.04190678499421521,260000.0,268302.099206349,274839.0,270000.0,-8302.099206348998,-14839.0,-10000.0
3.0,2.0,137.0,71.0,1.3183,103.899,0.9029485890864644,1.0718063131605875,2.677027799591628,4.594507072434629,0.4826424352131581,0.033810192950962964,683888.0,640057.9400000001,658255.7,611250.0,43830.05999999994,25632.3125,72638.0
3.0,2.0,104.0,65.0,1.353,103.7149,0.8229326308543512,0.762239459667784,5.583989393511961,6.68874509443836,1.1571165253316837,0.44815206666128005,357000.0,311693.69,321265.28,323250.0,45306.31,35734.71875,33750.0
3.0,2.0,92.0,58.0,1.3708,103.8435,0.5307760233359297,0.39547454246662217,0.8853767620753392,0.963744215011177,0.6793391413479689,0.12225956042120206,435000.0,380532.3593333334,389313.53,390000.0,54467.640666666615,45686.46875,45000.0
3.0,2.0,90.0,84.0,1.3921,103.8926,0.18624048744105842,0.4584144774990734,5.280864353255732,4.8679899790720285,0.3238059104048628,0.2566861127994319,425000.0,415657.48,395299.9,437000.0,9342.520000000019,29700.09375,-12000.0
3.0,2.0,110.0,84.0,1.4436,103.8088,0.6045608719111761,0.7558334858465742,3.1334148012689726,2.4409585033388095,0.9251129991205155,0.2636376897136699,415000.0,396458.305079365,380707.3,393500.0,18541.694920635025,34292.6875,21500.0
3.0,2.0,93.0,95.0,1.3795,103.8773,0.45942798759665726,0.5297136266565717,3.4635493451099753,2.9459168238092492,1.3652363085528947,0.05764056172233009,410000.0,450792.9781746033,437669.44,450750.0,-40792.97817460331,-27669.4375,-40750.0
3.0,2.0,143.0,79.0,1.4379,103.801,0.47241200935042804,0.20565629741416025,3.508907519415784,1.7178159256020074,0.29335994146045624,0.11526610485185525,538000.0,570221.6742857143,566039.7,578972.0,-32221.67428571428,-28039.6875,-40972.0
3.0,2.0,121.0,77.0,1.3786,103.7371,0.19484137747948155,0.40973183909538535,1.9869147652510368,6.376099123467852,0.9299969970145826,0.17308993803823994,426888.0,409032.6648917749,402697.84,405750.0,17855.335108225117,24190.15625,21138.0
3.0,2.0,93.0,93.0,1.4044,103.9079,0.2980511256749002,0.2868624714290903,4.508219225707594,6.695762720329783,0.12138230081815193,0.14145764620645904,410000.0,422761.99933766236,430908.1,421047.0,-12761.99933766236,-20908.09375,-11047.0
3.0,2.0,85.0,84.0,1.2851,103.8258,0.07734751101628429,1.2613167515312833,4.505669828660793,5.463754104054495,0.18049355565477604,0.3058225268328989,700000.0,694641.9563333333,698312.0,724500.0,5358.043666666723,1688.0,-24500.0
3.0,2.0,110.0,85.0,1.3974,103.9101,0.29570462104134554,0.16459171891600405,3.819663654784572,5.881074331870988,0.13885158876154968,0.016309168744980618,416000.0,435919.50841269846,430607.94,447472.0,-19919.50841269846,-14607.9375,-31472.0
2.0,2.0,74.0,62.0,1.3501,103.7299,0.37630331049268784,0.1834122540385713,4.675679189191651,5.016597712075541,0.9121181573380446,0.3011168345147947,275000.0,259040.0,269937.9,284000.0,15960.0,5062.09375,-9000.0
3.0,2.0,90.0,82.0,1.3644,103.8509,0.09023026525711814,0.3473880018543643,1.177916565981923,1.4124114827948464,0.5817585055905637,0.25455693996925965,505000.0,603464.052,573177.4,602000.0,-98464.05200000003,-68177.375,-97000.0
3.0,2.0,110.0,83.0,1.4016,103.9053,0.2775877236277006,0.38503516329793586,4.527128521771816,6.502208132703646,0.26804903544580166,0.24756033892754534,475000.0,463826.09238095244,448045.38,470500.0,11173.90761904756,26954.625,4500.0
3.0,2.0,108.0,77.0,1.3254,103.8575,0.942184669066684,0.39562229212523725,1.0569493131903194,5.808746842962797,0.7687450086721238,0.10843889049351087,525000.0,512947.33333333326,512229.84,513125.0,12052.666666666744,12770.15625,11875.0
3.0,2.0,127.0,76.0,1.363,103.9602,0.2920617232820752,0.47087862946137954,2.944929235633545,3.4327356054010467,0.9777169333093345,0.5658695913883076,440000.0,440511.6666666666,450033.06,437125.0,-511.66666666662786,-10033.0625,2875.0
3.0,2.0,110.0,82.0,1.3974,103.909,0.36642410658697067,0.2866418187111137,3.9180497927815363,5.9254915638673245,0.05453873637855344,0.11025505861516699,410000.0,428663.13333333336,420675.78,420722.0,-18663.13333333336,-10675.78125,-10722.0
2.0,2.0,68.0,67.0,1.3613,103.7477,0.25441433071940966,0.3968062849363886,2.6829053348627343,4.1359212318100536,0.5442155887900698,0.13196780638386585,260000.0,275529.3015873016,257568.5,266750.0,-15529.301587301597,2431.5,-6750.0
3.0,2.0,84.0,69.0,1.3461,103.8551,0.34295972741809355,0.44645359608525376,1.349805954909008,3.4943449536532625,0.7832040171009355,0.19963631510544705,468000.0,452862.37047619047,446269.7,453375.0,15137.629523809534,21730.3125,14625.0
2.0,2.0,68.0,60.0,1.3805,103.8388,0.5367120972042464,0.4168564837598419,0.7630745855936643,0.9527873049419693,0.6521816913570183,0.2811311509080417,290000.0,268328.6011904761,264352.3,268750.0,21671.398809523904,25647.6875,21250.0
3.0,2.0,105.0,80.0,1.4398,103.8031,0.1734668174145969,0.4020683849349946,3.3984557846469254,1.882087252101675,0.24349574436879862,0.16159509099980307,420000.0,353888.6066666667,352808.88,345750.0,66111.39333333331,67191.125,74250.0
2.0,2.0,82.0,59.0,1.3043,103.7617,0.4571376226606273,0.4859222435560716,2.621821218207092,1.1653618347982881,1.2724832028140085,0.256989820323974,335000.0,332107.2466666667,309322.6,261000.0,2892.7533333332976,25677.40625,74000.0
2.0,2.0,65.0,94.0,1.4074,103.9112,0.3333230467596797,0.6303764077434862,4.494808345760484,6.896364592843669,0.37585625773039333,0.30562223270305033,357000.0,316559.7916666666,328834.16,338750.0,40440.20833333337,28165.84375,18250.0
3.0,2.0,92.0,94.0,1.4221,103.8496,0.6230534289648834,0.5225275085535763,2.2369960596791096,4.276141448033675,1.8111185067409765,0.47989726458647,408000.0,389053.7362914864,383009.4,390250.0,18946.26370851358,24990.59375,17750.0
2.0,2.0,65.0,57.0,1.3167,103.8804,1.1013193731034803,1.237721259284177,2.59573459009897,6.350877960044648,0.28016795569963654,0.25066656924698644,279000.0,312717.3333333334,319650.16,313000.0,-33717.33333333337,-40650.15625,-34000.0
3.0,2.0,110.0,83.0,1.3994,103.9084,0.14690455865413093,0.31351678762374524,4.10488778302169,6.156763195674003,0.27133612372982324,0.2757791336329982,395000.0,436731.45496753237,417007.75,422000.0,-41731.454967532365,-22007.75,-27000.0
3.0,2.0,92.0,58.0,1.3686,103.8375,0.17986614147871394,0.23099343078584073,0.7596240125967268,1.6101150590068034,0.3348132356138618,0.16771145643346175,398000.0,365906.66666666674,374838.0,374500.0,32093.333333333256,23162.0,23500.0
3.0,2.0,111.0,85.0,1.4026,103.7519,0.5459886515452389,0.7300963688601149,2.0131755925220136,5.815950288250081,0.7323709610272728,0.0715979427489355,388000.0,375126.6941190476,382758.25,357500.0,12873.305880952394,5241.75,30500.0
2.0,2.0,74.0,64.0,1.3451,103.7207,0.2700513548922747,0.3150174292649008,5.7400627757591325,5.818150142204595,0.09751399319160564,0.13410049879586639,313000.0,300182.9704761905,307638.88,296222.0,12817.029523809499,5361.125,16778.0
3.0,2.0,131.0,81.0,1.4277,103.7951,0.5312921479426328,0.16901980466346223,3.854114211565364,1.985192062979448,0.20683468739742472,0.19365691573663274,485000.0,500016.10666666663,489165.38,475500.0,-15016.10666666663,-4165.375,9500.0
2.0,2.0,65.0,55.0,1.3094,103.7932,1.2894569421113204,1.3721064643958651,0.8932840693110062,1.2036182989678212,0.4072452076555423,0.257284169237605,368000.0,389287.36520202016,395578.7,388250.0,-21287.365202020155,-27578.6875,-20250.0
3.0,2.0,142.0,64.0,1.3581,103.8879,0.2577514048561635,0.3125003278103783,2.5328585208535874,4.654011037287933,0.3658378879673347,0.23368736968380333,752000.0,733591.6904761903,734785.5,737500.0,18408.3095238097,17214.5,14500.0
3.0,2.0,145.0,78.0,1.4339,103.7848,0.17218030373954013,0.8885836552163682,5.089532865589188,0.984339265992781,0.35387269039264196,0.21694713883265979,638888.0,603710.8333333333,603815.6,599000.0,35177.166666666744,35072.375,39888.0
3.0,2.0,92.0,82.0,1.3935,103.8882,0.24870697132809638,0.5832218895094068,4.969223455102329,4.425066387941185,0.42618599740844787,0.39394436374391373,332000.0,394113.41599999997,376984.2,404250.0,-62113.41599999997,-44984.1875,-72250.0
1.0,1.0,48.0,92.0,1.421,103.8463,0.6131041645112791,0.13844455309587794,1.8957622327819361,4.170315927762318,1.5197420295907842,0.2590955897526771,210000.0,217625.34271284274,226244.44,218750.0,-7625.342712842743,-16244.4375,-8750.0
3.0,2.0,123.0,75.0,1.3768,103.9403,0.12750414348756756,1.468556181648623,0.3054044172463879,3.4527541650396945,1.0821119715126692,0.3272622661293927,455000.0,474693.69,479981.9,474222.0,-19693.690000000002,-24981.90625,-19222.0
3.0,2.0,111.0,84.0,1.3997,103.9146,0.17334296923336895,0.4305501622611006,3.6093256722927887,5.969222396262359,0.2205642554376609,0.28223206076396573,450000.0,461384.5528571428,420675.97,417950.0,-11384.552857142815,29324.03125,32050.0
2.0,2.0,67.0,60.0,1.3121,103.7608,0.42308381183142607,0.38662095991358586,2.856278086381157,1.3367189740900742,0.5968752665390075,0.26809071594596356,283000.0,290635.6522366522,280299.2,269500.0,-7635.652236652211,2700.8125,13500.0
