address,link,price,bedrooms,bathrooms,floor_area,list_date,year_built,date_scraped
489C Choa Chu Kang Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-489c-choa-chu-kang-avenue-5-22996051,"499,999",3 ,2 ,1216,2d,2015,2020-07-15 17:14:41.615238
475A Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475a-upper-serangoon-crescent-22943525,"588,000",3 ,2 ,990,2d,2014,2020-07-15 17:14:41.615238
774 Bedok Reservoir View,https://www.propertyguru.com.sg/listing/hdb-for-sale-774-bedok-reservoir-view-22994948,"565,000",3 ,2 ,1130,2d,1999,2020-07-15 17:14:41.615238
26C Jalan Membina,https://www.propertyguru.com.sg/listing/hdb-for-sale-26c-jalan-membina-21840436,"788,000",3 ,2 ,969,2d,2007,2020-07-15 17:14:41.615238
20 Jalan Membina,https://www.propertyguru.com.sg/listing/hdb-for-sale-20-jalan-membina-21786527,"808,000",3 ,2 ,1184,2d,2001,2020-07-15 17:14:41.615238
515 Serangoon North Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-515-serangoon-north-avenue-4-22048378,"478,600",3 ,2 ,1334,2d,1991,2020-07-15 17:14:41.615238
309 Serangoon Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-309-serangoon-avenue-2-22944864,"488,000",3 ,2 ,979,2d,1984,2020-07-15 17:14:41.615238
633 Veerasamy Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-633-veerasamy-road-22838639,"385,000",2 ,2 ,775,2d,1984,2020-07-15 17:14:41.615238
Block 417 Jurong west  Street 42,https://www.propertyguru.com.sg/listing/hdb-for-sale-block-417-jurong-west-street-42-22396947,"320,000",2 ,2 ,689,2d,NaN,2020-07-15 17:14:41.615238
24 Beo Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-24-beo-crescent-22973443,"350,000",2 ,1 ,635,2d,1963,2020-07-15 17:14:41.615238
125 Bukit Batok Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-125-bukit-batok-central-22948446,"638,000",3 ,3 ,1614,2d,1984,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22953000,"780,000",3 ,2 ,882,2d,2015,2020-07-15 17:14:41.615238
73 Telok Blangah Heights,https://www.propertyguru.com.sg/listing/hdb-for-sale-73-telok-blangah-heights-22953085,"618,000",3 ,2 ,1259,2d,1977,2020-07-15 17:14:41.615238
516 Serangoon North Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-516-serangoon-north-avenue-4-22077208,"738,000",4 ,2 ,1539,2d,1991,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22994877,"690,000",3 ,2 ,1205,2d,2015,2020-07-15 17:14:41.615238
491 Jurong West Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-491-jurong-west-avenue-1-21002625,"410,000",3 ,2 ,1001,2d,1984,2020-07-15 17:14:41.615238
807A Chai Chee Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-807a-chai-chee-road-22913729,"505,000",2 ,2 ,731,2d,2015,2020-07-15 17:14:41.615238
7 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-7-marine-terrace-22776859,"330,000",2 ,1 ,635,2d,1974,2020-07-15 17:14:41.615238
9 Joo Seng Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-9-joo-seng-road-22910363,"515,000",2 ,2 ,732,2d,2015,2020-07-15 17:14:41.615238
338A Tah Ching Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-338a-tah-ching-road-22994800,"430,000",3 ,2 ,990,2d,2008,2020-07-15 17:14:41.615238
220 Pasir Ris Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-220-pasir-ris-street-21-22994801,"527,000",4 ,2 ,1593,2d,1992,2020-07-15 17:14:41.615238
463A Sembawang Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-463a-sembawang-drive-22994947,"300,000",2 ,2 ,721,2d,2015,2020-07-15 17:14:41.615238
87 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-87-dawson-road-22994790,"870,000",3 ,2 ,936,2d,2015,2020-07-15 17:14:41.615238
101 Woodlands Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-101-woodlands-street-13-22994786,"298,000",2 ,2 ,731,2d,1984,2020-07-15 17:14:41.615238
497F Tampines Street 45,https://www.propertyguru.com.sg/listing/hdb-for-sale-497f-tampines-street-45-22994777,"628,000",4 ,2 ,1550,2d,1994,2020-07-15 17:14:41.615238
462 Crawford Lane,https://www.propertyguru.com.sg/listing/hdb-for-sale-462-crawford-lane-22981244,"375,000",2 ,1 ,650,2d,1980,2020-07-15 17:14:41.615238
743 Pasir Ris Street 71,https://www.propertyguru.com.sg/listing/hdb-for-sale-743-pasir-ris-street-71-22957036,"590,000",4 ,2 ,1347,2d,1994,2020-07-15 17:14:41.615238
164A Rivervale Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-164a-rivervale-crescent-22803647,"498,000",3 ,2 ,1216,2d,2015,2020-07-15 17:14:41.615238
186D Rivervale Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-186d-rivervale-drive-22621982,"399,000",3 ,2 ,1173,2d,1999,2020-07-15 17:14:41.615238
90 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-90-dawson-road-22994907,"938,888",3 ,2 ,1044,2d,2015,2020-07-15 17:14:41.615238
86 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-86-dawson-road-22727301,"760,000",3 ,2 ,893,2d,2015,2020-07-15 17:14:41.615238
273 Tampines Street 22,https://www.propertyguru.com.sg/listing/hdb-for-sale-273-tampines-street-22-22252178,"428,000",3 ,2 ,1130,2d,1983,2020-07-15 17:14:41.615238
559 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-559-ang-mo-kio-avenue-10-22994729,"350,000",2 ,2 ,882,2d,1979,2020-07-15 17:14:41.615238
403D Fernvale Lane,https://www.propertyguru.com.sg/listing/hdb-for-sale-403d-fernvale-lane-22994723,"480,000",3 ,2 ,1237,2d,2003,2020-07-15 17:14:41.615238
178A Rivervale Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-178a-rivervale-crescent-22994717,"420,000",3 ,2 ,1001,2d,2013,2020-07-15 17:14:41.615238
13 Ghim Moh Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-13-ghim-moh-road-22298784,"930,000",3 ,2 ,1324,2d,1976,2020-07-15 17:14:41.615238
432B Sengkang West Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-432b-sengkang-west-way-22963697,"470,000",3 ,2 ,1001,2d,2013,2020-07-15 17:14:41.615238
485 Segar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-485-segar-road-22918553,"420,000",3 ,2 ,990,2d,2013,2020-07-15 17:14:41.615238
679 Choa Chu Kang Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-679-choa-chu-kang-crescent-22958133,"530,000",4 ,2 ,1550,2d,1998,2020-07-15 17:14:41.615238
519 Pasir Ris Street 52,https://www.propertyguru.com.sg/listing/hdb-for-sale-519-pasir-ris-street-52-22987506,"459,000",3 ,2 ,1141,2d,1993,2020-07-15 17:14:41.615238
341 Clementi Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-341-clementi-avenue-5-22994556,"320,000",2 ,2 ,721,2d,1978,2020-07-15 17:14:41.615238
Pinnacle @ Duxton,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22774063,"1,050,000",3 ,2 ,1022,2d,2009,2020-07-15 17:14:41.615238
341 Ubi Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-341-ubi-avenue-1-21904293,"390,000",3 ,2 ,904,2d,1985,2020-07-15 17:14:41.615238
455 Tampines Street 42,https://www.propertyguru.com.sg/listing/hdb-for-sale-455-tampines-street-42-21675378,"570,000",3 ,2 ,1313,2d,1986,2020-07-15 17:14:41.615238
109 Pasir Ris Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-109-pasir-ris-street-11-22967459,"490,000",3 ,2 ,1291,2d,1990,2020-07-15 17:14:41.615238
474 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-474-ang-mo-kio-avenue-10-21668495,"388,000",3 ,2 ,979,2d,1979,2020-07-15 17:14:41.615238
665A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-665a-punggol-drive-22994662,"680,000",3 ,2 ,1216,2d,2015,2020-07-15 17:14:41.615238
118 Ang Mo Kio Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-118-ang-mo-kio-avenue-4-22994710,"370,000",3 ,2 ,796,2d,1977,2020-07-15 17:14:41.615238
416B Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-416b-fernvale-link-22994659,"599,000",3 ,2 ,1216,2d,2014,2020-07-15 17:14:41.615238
Pinnacle @ Duxton,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22268338,"1,188,888",3 ,2 ,1130,2d,2009,2020-07-15 17:14:41.615238
53 Pipit Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-53-pipit-road-22994175,"810,000",3 ,3 ,1647,2d,1985,2020-07-15 17:14:41.615238
176 Woodlands Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-176-woodlands-street-13-21790652,"678,888",4 ,3 ,1980,2d,1995,2020-07-15 17:14:41.615238
624 Ang Mo Kio Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-624-ang-mo-kio-avenue-4-22337524,"280,000",2 ,2 ,731,2d,1980,2020-07-15 17:14:41.615238
162 Mei Ling Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-162-mei-ling-street-21810348,"300,000",2 ,1 ,710,2d,1969,2020-07-15 17:14:41.615238
403 Sin Ming Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-403-sin-ming-avenue-22970380,"408,888",2 ,2 ,689,2d,1985,2020-07-15 17:14:41.615238
563 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-563-ang-mo-kio-avenue-3-22528333,"420,000",3 ,2 ,990,2d,1979,2020-07-15 17:14:41.615238
210 New Upper Changi Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-210-new-upper-changi-road-22960270,"353,000",2 ,2 ,731,2d,1979,2020-07-15 17:14:41.615238
656A Jurong West Street 61,https://www.propertyguru.com.sg/listing/hdb-for-sale-656a-jurong-west-street-61-22206343,"549,999",4 ,2 ,1421,2d,2000,2020-07-15 17:14:41.615238
351 Clementi Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-351-clementi-avenue-2-22956315,"455,000",3 ,2 ,990,2d,1977,2020-07-15 17:14:41.615238
523B Tampines Central 7,https://www.propertyguru.com.sg/listing/hdb-for-sale-523b-tampines-central-7-22960868,"540,000",3 ,2 ,1001,2d,2014,2020-07-15 17:14:41.615238
277A Compassvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-277a-compassvale-link-22155414,"498,000",4 ,2 ,990,2d,2008,2020-07-15 17:14:41.615238
266C Punggol Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-266c-punggol-way-22989120,"495,000",3 ,2 ,990,2d,2014,2020-07-15 17:14:41.615238
656 Jalan Tenaga,https://www.propertyguru.com.sg/listing/hdb-for-sale-656-jalan-tenaga-22994590,"580,000",3 ,2 ,1356,2d,1995,2020-07-15 17:14:41.615238
268A Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-268a-punggol-field-22488185,"485,000",3 ,2 ,1001,2d,2011,2020-07-15 17:14:41.615238
9A Boon Tiong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-9a-boon-tiong-road-22916972,"1,180,000",3 ,2 ,1205,2d,2014,2020-07-15 17:14:41.615238
706 Hougang Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-706-hougang-avenue-2-22994665,"328,000",3 ,2 ,980,2d,1984,2020-07-15 17:14:41.615238
520C Tampines Central 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-520c-tampines-central-8-22950600,"508,000",2 ,2 ,667,2d,2014,2020-07-15 17:14:41.615238
67 Bedok South Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-67-bedok-south-avenue-3-21966572,"600,000",3 ,2 ,1323,2d,1977,2020-07-15 17:14:41.615238
659C Punggol East,https://www.propertyguru.com.sg/listing/hdb-for-sale-659c-punggol-east-22822391,"470,000",3 ,2 ,1001,2d,2017,2020-07-15 17:14:41.615238
178A Rivervale Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-178a-rivervale-crescent-22994568,"420,000",3 ,2 ,1001,2d,2013,2020-07-15 17:14:41.615238
747B Bedok Reservoir Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-747b-bedok-reservoir-crescent-22961442,"810,000",4 ,2 ,1130,2d,2014,2020-07-15 17:14:41.615238
52 Telok Blangah Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-52-telok-blangah-drive-22994565,"556,000",3 ,2 ,1270,2d,1977,2020-07-15 17:14:41.615238
298 Punggol Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-298-punggol-central-22549587,"510,000",3 ,2 ,1184,2d,2002,2020-07-15 17:14:41.615238
196A Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-196a-punggol-field-22549353,"495,000",3 ,2 ,1184,2d,2001,2020-07-15 17:14:41.615238
539 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-539-ang-mo-kio-avenue-10-22994555,"550,000",3 ,2 ,1270,2d,1979,2020-07-15 17:14:41.615238
228A Compassvale Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-228a-compassvale-walk-22994837,"488,000",5 ,3 ,1237,2d,1998,2020-07-15 17:14:41.615238
809 Woodlands Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-809-woodlands-street-81-22926416,"448,999",4 ,2 ,1334,2d,1994,2020-07-15 17:14:41.615238
367A Tampines Street 34,https://www.propertyguru.com.sg/listing/hdb-for-sale-367a-tampines-street-34-22994538,"450,000",3 ,2 ,1076,2d,1995,2020-07-15 17:14:41.615238
92 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-92-dawson-road-22355131,"1,088,000",3 ,2 ,1066,2d,2015,2020-07-15 17:14:41.615238
342 Clementi Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-342-clementi-avenue-5-22994519,"505,000",3 ,2 ,1302,2d,1978,2020-07-15 17:14:41.615238
84 Lorong 2 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-84-lorong-2-toa-payoh-22994510,"780,000",3 ,2 ,1130,2d,1994,2020-07-15 17:14:41.615238
537 Woodlands Drive 16,https://www.propertyguru.com.sg/listing/hdb-for-sale-537-woodlands-drive-16-22994762,"410,000",3 ,2 ,1292,2d,1998,2020-07-15 17:14:41.615238
988C Jurong West Street 93,https://www.propertyguru.com.sg/listing/hdb-for-sale-988c-jurong-west-street-93-22980559,"578,000",3 ,2 ,1184,2d,2001,2020-07-15 17:14:41.615238
135 Pasir Ris Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-135-pasir-ris-street-11-22994513,"660,000",4 ,2 ,1603,2d,1993,2020-07-15 17:14:41.615238
412 Yishun Ring Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-412-yishun-ring-road-22062941,"448,000",4 ,2 ,1323,2d,1992,2020-07-15 17:14:41.615238
134A Jalan Bukit Merah,https://www.propertyguru.com.sg/listing/hdb-for-sale-134a-jalan-bukit-merah-22247049,"660,000",3 ,2 ,1151,2d,1994,2020-07-15 17:14:41.615238
472B Fernvale Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-472b-fernvale-street-22667761,"460,000",3 ,2 ,1001,2d,2015,2020-07-15 17:14:41.615238
Pinnacle @ Duxton,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22898840,"1,500,000",3 ,2 ,1130,2d,2009,2020-07-15 17:14:41.615238
331 Bukit Batok Street 33,https://www.propertyguru.com.sg/listing/hdb-for-sale-331-bukit-batok-street-33-22994507,"346,000",3 ,2 ,1173,2d,1985,2020-07-15 17:14:41.615238
175A Yung Kuang Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-175a-yung-kuang-road-22995025,"580,000",3 ,2 ,1248,2d,2014,2020-07-15 17:14:41.615238
310C Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310c-punggol-walk-22907780,"728,000",3 ,2 ,1205,2d,2015,2020-07-15 17:14:41.615238
497F Tampines Street 45,https://www.propertyguru.com.sg/listing/hdb-for-sale-497f-tampines-street-45-22427774,"628,000",4 ,2 ,1550,2d,1994,2020-07-15 17:14:41.615238
91 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-91-dawson-road-22994472,"850,000",3 ,2 ,893,2d,2015,2020-07-15 17:14:41.615238
524 Bedok North Street 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-524-bedok-north-street-3-22994462,"365,000",3 ,2 ,990,2d,1978,2020-07-15 17:14:41.615238
432A Yishun Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-432a-yishun-avenue-1-22994454,"430,000",3 ,2 ,990,2d,2014,2020-07-15 17:14:41.615238
219 Pasir Ris Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-219-pasir-ris-street-21-22246656,"553,000",4 ,2 ,1593,2d,1992,2020-07-15 17:14:41.615238
88 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-88-dawson-road-22960137,"868,000",3 ,2 ,893,2d,2015,2020-07-15 17:14:41.615238
495E Tampines Street 43,https://www.propertyguru.com.sg/listing/hdb-for-sale-495e-tampines-street-43-21297544,"648,000",3 ,2 ,1593,2d,1992,2020-07-15 17:14:41.615238
23 Eunos Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-23-eunos-crescent-22994441,"520,000",4 ,2 ,1259,2d,1976,2020-07-15 17:14:41.615238
336 Ubi Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-336-ubi-avenue-1-22440157,"525,000",3 ,2 ,1313,2d,1985,2020-07-15 17:14:41.615238
229 Tampines Street 23,https://www.propertyguru.com.sg/listing/hdb-for-sale-229-tampines-street-23-22487110,"460,000",3 ,2 ,1054,2d,1984,2020-07-15 17:14:41.615238
229 Tampines Street 23,https://www.propertyguru.com.sg/listing/hdb-for-sale-229-tampines-street-23-22487110,"460,000",3 ,2 ,1054,2d,1984,2020-07-15 17:14:41.615238
271A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-271a-punggol-walk-22224916,"510,000",3 ,2 ,1001,2d,2012,2020-07-15 17:14:41.615238
985B Buangkok Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-985b-buangkok-crescent-22358641,"435,000",2 ,2 ,1184,2d,2002,2020-07-15 17:14:41.615238
629 Pasir Ris Drive 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-629-pasir-ris-drive-3-22034863,"520,000",3 ,2 ,1313,2d,1993,2020-07-15 17:14:41.615238
17 Jalan Tenteram,https://www.propertyguru.com.sg/listing/hdb-for-sale-17-jalan-tenteram-22308251,"620,000",3 ,2 ,1130,2d,1999,2020-07-15 17:14:41.615238
206 Toa Payoh North,https://www.propertyguru.com.sg/listing/hdb-for-sale-206-toa-payoh-north-21897588,"260,000",2 ,2 ,700,2d,1973,2020-07-15 17:14:41.615238
665A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-665a-punggol-drive-22940011,"670,000",3 ,2 ,1216,3d,2015,2020-07-15 17:14:41.615238
412 Eunos Road 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-412-eunos-road-5-22826546,"560,000",3 ,2 ,1119,3d,1990,2020-07-15 17:14:41.615238
546A Segar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-546a-segar-road-22728436,"415,000",3 ,2 ,990,3d,2013,2020-07-15 17:14:41.615238
135 Edgedale Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-135-edgedale-plains-22939730,"428,000",3 ,2 ,1195,3d,2001,2020-07-15 17:14:41.615238
Blk 359 Tampines 5I model with 4 bedrm  for sale,https://www.propertyguru.com.sg/listing/hdb-for-sale-blk-359-tampines-5i-model-with-4-bedrm-for-sale-22994354,"498,888",4 ,2 ,1323,3d,NaN,2020-07-15 17:14:41.615238
285A Toh Guan Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-285a-toh-guan-road-21483143,"790,000",4 ,2 ,1550,3d,1997,2020-07-15 17:14:41.615238
95 Havelock Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-95-havelock-road-22994342,"950,000",3 ,2 ,1270,3d,1982,2020-07-15 17:14:41.615238
133 Edgedale Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-133-edgedale-plains-22994339,"438,000",3 ,2 ,1195,3d,2001,2020-07-15 17:14:41.615238
386 Bukit Batok West Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-386-bukit-batok-west-avenue-5-22994335,"468,000",3 ,2 ,968,3d,2003,2020-07-15 17:14:41.615238
189A Rivervale Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-189a-rivervale-drive-22994341,"550,000",3 ,2 ,1410,3d,1998,2020-07-15 17:14:41.615238
26 Ghim Moh Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-26-ghim-moh-link-22350549,"638,000",2 ,2 ,800,2d,2011,2020-07-15 17:14:41.615238
528C Pasir Ris Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-528c-pasir-ris-street-51-22994343,"570,000",3 ,2 ,1001,3d,2014,2020-07-15 17:14:41.615238
673A Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-673a-edgefield-plains-22994331,"450,000",3 ,2 ,979,3d,2015,2020-07-15 17:14:41.615238
29 New Upper Changi Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-29-new-upper-changi-road-21918880,"280,000",2 ,2 ,700,2d,1976,2020-07-15 17:14:41.615238
511 West Coast Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-511-west-coast-drive-22994645,"390,000",3 ,2 ,990,2d,1977,2020-07-15 17:14:41.615238
665A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-665a-punggol-drive-22994310,"680,000",3 ,2 ,1216,3d,2015,2020-07-15 17:14:41.615238
106 Jalan Dusun,https://www.propertyguru.com.sg/listing/hdb-for-sale-106-jalan-dusun-22981182,"550,000",3 ,2 ,1076,3d,1980,2020-07-15 17:14:41.615238
408B Fernvale Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-408b-fernvale-road-22306898,"480,000",3 ,2 ,1238,2d,2003,2020-07-15 17:14:41.615238
868 Tampines Street 83,https://www.propertyguru.com.sg/listing/hdb-for-sale-868-tampines-street-83-22027131,"448,000",3 ,2 ,1119,2d,1988,2020-07-15 17:14:41.615238
159 Woodlands Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-159-woodlands-street-13-22994249,"320,000",2 ,2 ,786,3d,1984,2020-07-15 17:14:41.615238
52 Strathmore Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-52-strathmore-avenue-22735090,"728,000",3 ,2 ,969,3d,2005,2020-07-15 17:14:41.615238
676 Hougang Avenue 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-676-hougang-avenue-8-22211595,"345,000",3 ,2 ,904,2d,1986,2020-07-15 17:14:41.615238
Pinnacle @ Duxton,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22713267,"1,150,000",3 ,2 ,1130,3d,2009,2020-07-15 17:14:41.615238
